Player,height,weight,college,Year,Pos,Age,G,MP,PER,TS%,USG%,WS,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS
Norton Barnhill,193.0,92.0,Washington State University,1977.0,SG,23.0,4.0,10.0,4.7,0.333,,0.0,-7.2,0.0,0.333,,0.333,0.333,,3.0,1.0,0.0,0.0,,4.0
Mike Barr,190.0,81.0,Duquesne University,1977.0,SG,26.0,73.0,1224.0,10.3,0.469,,1.4,-3.0,-0.3,0.437,,0.437,0.437,0.719,130.0,175.0,52.0,18.0,,285.0
Tim Bassett,203.0,102.0,University of Georgia,1979.0,PF,27.0,41.166666666666664,958.6666666666666,8.806477732793523,0.4210728744939271,,1.2234817813765182,-2.460323886639676,-0.18947368421052632,0.38132388663967615,,0.38132388663967615,0.38132388663967615,0.6014453441295547,444.73279352226723,83.97975708502024,60.74493927125506,34.61943319838057,,412.06477732793525
Byron Beck,206.0,102.0,University of Denver,1977.0,PF,32.0,53.0,480.0,13.2,0.471,,0.8,-4.6,-0.3,0.435,,0.435,0.435,0.818,96.0,33.0,15.0,1.0,,250.0
Mel Bennett,201.0,90.0,University of Pittsburgh,1979.5,PF,24.5,32.25,383.0,10.058914728682172,0.43270542635658915,,0.09069767441860464,-4.042635658914729,-0.24728682170542637,0.3525271317829457,,0.3557829457364341,0.3525271317829457,0.6064186046511627,165.69767441860466,44.89922480620155,22.53488372093023,21.209302325581394,,203.7751937984496
Ron Boone,188.0,90.0,Idaho State University,1979.2857142857142,SG,32.285714285714285,65.71428571428571,1883.857142857143,12.498260869565216,0.502445652173913,,2.28,-2.680217391304348,-0.03826086956521736,0.4487478260869565,,0.45196304347826094,0.45399782608695655,0.8612760869565218,215.85,265.08478260869566,87.57173913043478,9.230434782608695,,1071.8652173913044
Quinn Buckner,190.0,86.0,Indiana University,1981.5,PG,26.5,71.9,1624.5,12.726703755215574,0.4785340751043117,,2.5929068150208625,0.07635605006954096,1.0684283727399164,0.4509666203059806,,0.45328789986091794,0.4513477051460362,0.6525479833101531,206.46175243393603,327.336578581363,140.4951321279555,8.56884561891516,,623.2475660639777
Ticky Burden,188.0,83.0,University of Utah,1977.5,SG,23.5,31.5,311.5,14.355555555555556,0.44771428571428573,,0.0,-3.4444444444444446,-0.19365079365079366,0.4225396825396825,,0.4225396825396825,0.4225396825396825,,63.904761904761905,60.06349206349206,45.53968253968254,0.9682539682539683,,336.04761904761904
Don Buse,193.0,86.0,University of Evansville,1981.0,PG,30.0,72.0,1896.6666666666667,12.555092592592592,0.4960663580246914,,4.1785493827160485,0.11898148148148152,1.3003086419753085,0.436625,,0.454283950617284,0.4606033950617284,0.7802746913580247,180.72222222222223,347.36265432098764,138.83487654320987,11.776234567901234,,533.0617283950618
Mack Calvin,183.0,74.0,University of Southern California,1978.142857142857,PG,30.142857142857142,42.57142857142857,680.5714285714286,14.613087248322147,0.5316912751677852,,1.6701342281879195,-3.5466442953020136,-0.2899328859060402,0.413979865771812,,0.41812751677852344,0.41521812080536913,0.8447583892617448,69.61744966442953,147.25838926174498,37.91610738255034,2.3120805369127515,,430.58053691275165
M.L. Carr,183.0,74.0,,1981.0,SF,30.0,67.11111111111111,1579.5555555555557,12.655960264900662,0.5074817880794702,,3.6490066225165565,0.12864238410596024,1.5352649006622514,0.4564552980132451,,0.46490562913907285,0.4619718543046358,0.7734933774834437,329.13576158940396,136.10596026490066,101.70198675496688,27.693708609271525,,730.1804635761589
Cornelius Cash,203.0,97.0,Bowling Green State University,1977.0,PF,24.0,6.0,49.0,12.0,0.41,,0.0,-7.6,-0.1,0.391,,0.391,0.391,0.5,16.0,1.0,2.0,1.0,,21.0
Norm Cook,203.0,95.0,University of Kansas,1977.5,SF,21.5,13.5,74.0,9.81851851851852,0.39133333333333337,,-0.09259259259259259,-6.45925925925926,-0.18518518518518517,0.3718888888888889,,0.3718888888888889,0.3718888888888889,,25.22222222222222,4.703703703703703,9.25925925925926,2.7777777777777777,,58.48148148148148
Louie Dampier*,183.0,77.0,University of Kentucky,1978.0,PG,33.0,77.33333333333333,1477.0,12.441379310344827,0.510051724137931,,2.310344827586207,-3.25,-0.47672413793103446,0.48637068965517244,,0.48637068965517244,0.48637068965517244,0.7468275862068966,88.33620689655173,218.83620689655172,58.206896551724135,12.181034482758621,,530.1120689655172
Mel Daniels*,206.0,99.0,University of New Mexico,1977.0,C,32.0,11.0,126.0,10.7,0.432,,0.0,-4.2,-0.1,0.371,,0.371,0.371,0.565,34.0,6.0,3.0,11.0,,39.0
Adrian Dantley*,196.0,94.0,University of Notre Dame,1983.8947368421052,SF,26.894736842105264,58.26315789473684,2079.2631578947367,20.92032520325203,0.6089855465221319,,9.512014453477871,2.792502258355917,3.150316169828365,0.5300415537488707,,0.5309286359530261,0.5301318879855466,0.8154083107497742,389.50948509485096,199.53206865401987,67.57271906052394,10.95754290876242,,1622.2014453477868
Johnny Davis,188.0,77.0,University of Dayton,1982.25,SG,26.25,68.0,1851.1666666666667,14.19362745098039,0.5128382352941177,,3.680147058823529,-2.079289215686275,0.10943627450980392,0.4452169117647059,,0.4510196078431373,0.44761887254901955,0.8251825980392156,143.4767156862745,320.0575980392157,65.91176470588235,11.215686274509803,,930.5134803921569
Ron Davis,198.0,89.0,Washington State University,1980.0,SF,25.0,26.0,317.0,10.462820512820514,0.45982051282051284,,0.4474358974358974,-5.256410256410256,-0.35512820512820514,0.4199358974358975,,0.4240384615384616,0.42239743589743595,0.5607179487179487,99.43589743589743,39.1025641025641,30.166666666666668,9.025641025641026,,310.7307692307692
Randy Denton,208.0,108.0,Duke University,1977.0,C,27.0,45.0,700.0,11.2,0.432,,0.4,-4.4,-0.4,0.402,,0.402,0.402,0.702,218.0,33.0,14.0,16.0,,239.0
Coby Dietrick,208.0,99.0,San Jose State University,1980.0,C,31.0,68.57142857142857,1320.142857142857,12.00125,0.5017375000000001,,2.5516666666666667,0.09145833333333334,0.8129166666666666,0.46397083333333333,,0.46577916666666674,0.46464791666666666,0.7300458333333334,306.4770833333333,161.56875,70.18333333333334,46.87916666666667,,480.67083333333335
Leon Douglas,208.0,104.0,University of Alabama,1980.0,C,25.0,65.14285714285714,1444.4285714285713,11.653070175438597,0.5279298245614035,,2.5464912280701757,-1.54780701754386,0.1875,0.5035504385964912,,0.5045701754385965,0.5035504385964912,0.5732741228070176,492.57236842105266,79.65350877192982,35.4671052631579,53.67324561403509,,605.6600877192982
Mike Dunleavy,190.0,81.0,University of South Carolina,1998.8125,SF,28.375,49.1875,1228.375,13.63551461245235,0.5491473951715375,,3.5207115628970764,-0.6397712833545107,0.8052096569250317,0.44423443456162653,,,0.5051054637865312,,236.01207115628972,178.8659466327827,49.560991105463785,16.435196950444727,,679.8684879288437
Jim Eakins,211.0,97.0,Brigham Young University,1977.75,C,30.75,37.0,537.5,13.107432432432432,0.58375,,2.2837837837837838,-0.38175675675675674,0.47635135135135137,0.47263513513513516,,0.47263513513513516,0.47263513513513516,0.8400472972972972,225.04054054054055,75.61486486486487,18.41216216216216,32.82432432432432,,317.5067567567568
Len Elmore,206.0,99.0,University of Maryland,1980.5,C,27.5,63.125,1048.0,10.115643564356436,0.4504376237623762,,1.9253465346534655,-0.8338613861386138,0.42594059405940593,0.4045386138613861,,0.4046851485148515,0.4045386138613861,0.709259405940594,307.26732673267327,65.63960396039604,54.853465346534655,58.342574257425746,,337.25148514851486
Darrell Elston,193.0,86.0,University of North Carolina,1977.0,SG,24.0,5.0,40.0,-1.6,0.168,,-0.2,-15.4,-0.1,0.143,,0.143,0.143,0.5,6.0,2.0,1.0,0.0,,5.0
Alex English*,201.0,86.0,University of South Carolina,1983.5294117647059,SF,29.529411764705884,74.76470588235294,2380.235294117647,19.262785208497245,0.5450196695515341,,6.594335169158143,1.2634933123524783,2.340125885129819,0.5041809598741149,,0.5051030684500393,0.5046003147128246,0.8213477576711251,434.0487804878049,284.9944925255704,70.1951219512195,54.85444531864673,,1673.4280094413848
Julius Erving*,201.0,95.0,University of Massachusetts Amherst,1982.0,SF,31.0,76.0,2607.0,21.91244019138756,0.5569294258373206,,9.83062200956938,5.097488038277512,4.7923444976076555,0.5056866028708134,,0.5087523923444977,0.5073588516746412,0.7790944976076555,517.1327751196172,296.2631578947368,139.0693779904306,118.40191387559808,,1690.0825358851675
Butch Feher,193.0,83.0,Vanderbilt University,1977.0,SG,22.0,48.0,487.0,15.9,0.603,,1.5,-1.8,0.0,0.531,,0.531,0.531,0.768,74.0,36.0,11.0,7.0,,248.0
Mike Flynn,188.0,81.0,University of Kentucky,1977.5,PG,23.5,72.0,1139.5,13.070138888888888,0.47447916666666656,,1.25625,-2.542361111111111,-0.14791666666666667,0.44240972222222225,,0.44240972222222225,0.44240972222222225,0.64,152.48611111111111,160.75694444444446,49.111111111111114,7.972222222222222,,450.125
Terry Furlow,193.0,86.0,Michigan State University,1979.0,SG,24.0,49.125,1077.125,16.119847328244276,0.5074656488549618,,2.002544529262086,-1.8440203562340969,0.12849872773536897,0.455910941475827,,0.4625394402035624,0.4606844783715012,0.8615190839694656,128.99236641221373,158.03307888040712,43.91857506361323,17.97201017811705,,695.7353689567431
Mike Gale,193.0,83.0,Elizabeth City State University,1979.875,PG,28.875,66.25,1537.625,13.010754716981133,0.5214094339622641,,2.7498113207547172,0.09396226415094341,0.9628301886792453,0.48148679245283016,,0.48520754716981135,0.48261132075471697,0.8191490566037736,167.96981132075473,293.7188679245283,127.1188679245283,24.37735849056604,,512.6056603773585
Gus Gerard,203.0,90.0,University of Virginia,1978.8461538461538,SF,24.846153846153847,37.46153846153846,475.3076923076923,13.191786447638604,0.4672340862422998,,0.9418891170431213,-2.418480492813142,-0.012114989733059552,0.43023819301848043,,0.4320554414784395,0.43038809034907594,0.6454845995893225,131.73305954825463,41.54209445585216,27.79671457905544,25.262833675564682,,298.9548254620123
George Gervin*,201.0,81.0,Eastern Michigan University,1981.5,SG,28.5,79.1,2653.6,21.501390644753474,0.5704677623261695,,8.872945638432364,1.2845764854614414,2.3560050568900124,0.5099544879898863,,0.5131226295828066,0.5120404551201012,0.8448318584070795,362.2503160556258,221.97850821744626,94.47661188369153,67.35398230088495,,2073.475347661188
Artis Gilmore*,218.0,108.0,Jacksonville University,1983.2857142857142,C,33.285714285714285,70.0,2184.1428571428573,18.655510204081633,0.6366775510204081,,8.617857142857142,2.297142857142858,3.172142857142857,0.5978510204081633,,0.5986020408163265,0.597934693877551,0.6882428571428572,738.0602040816326,142.06938775510204,37.614285714285714,141.1377551020408,,1248.3438775510203
Mike Green,208.0,90.0,Louisiana Tech University,1978.3333333333333,C,26.333333333333332,52.833333333333336,1132.0,13.764353312302843,0.5036719242902208,,2.9627760252365927,-0.29621451104100943,0.7047318611987381,0.4626845425867508,,0.4630157728706624,0.4626845425867508,0.7196498422712932,356.4668769716088,89.09779179810725,32.27444794952682,101.94006309148266,,556.5331230283912
Steve Green,201.0,99.0,Indiana University,1978.0,SF,24.0,51.0,544.0,12.09281045751634,0.487124183006536,,0.8065359477124183,-3.219607843137255,-0.21176470588235294,0.44392156862745097,,0.44392156862745097,0.44392156862745097,0.6899738562091503,114.65359477124183,35.02614379084967,27.875816993464053,6.830065359477124,,275.8169934640523
Paul Griffin,206.0,92.0,Western Michigan University,1980.0,PF,26.0,68.57142857142857,1436.142857142857,11.746875,0.5689833333333334,,3.2064583333333334,1.514791666666667,1.4627083333333333,0.5069583333333333,,0.5069583333333333,0.5069583333333333,0.6894833333333332,422.87708333333336,177.03125,63.72708333333333,39.40833333333333,,392.03541666666666
Rudy Hackett,206.0,95.0,Syracuse University,1977.0,PF,23.0,4.0,30.666666666666668,8.941666666666668,0.4455,,0.0,-8.816666666666668,-0.05000000000000001,0.30624999999999997,,0.30624999999999997,0.30624999999999997,0.59675,10.916666666666666,2.75,0.0,0.9166666666666666,,12.166666666666666
Phil Hicks,201.0,92.0,Tulane University,1977.5,SF,24.5,23.5,163.0,11.679787234042553,0.4718829787234042,,0.3829787234042553,-2.5234042553191487,-0.02127659574468085,0.44597872340425526,,0.44597872340425526,0.44597872340425526,,56.159574468085104,19.73404255319149,6.840425531914893,0.0,,79.53191489361703
Armond Hill,193.0,86.0,Princeton University,1980.8333333333333,PG,26.833333333333332,48.583333333333336,1187.1666666666667,9.430874785591765,0.4838267581475129,,1.6046312178387652,-2.884219554030875,-0.13979416809605488,0.4010034305317325,,0.40387135506003435,0.4011389365351631,0.8146277873070326,132.21269296740994,311.0222984562607,77.49228130360206,9.029159519725557,,455.4271012006861
Darnell Hillman,206.0,97.0,San Jose State University,1978.3333333333333,PF,28.333333333333332,60.833333333333336,1426.6666666666667,12.422465753424657,0.49948493150684936,,2.4975342465753427,-0.9717808219178083,0.5115068493150685,0.47181643835616444,,0.47181643835616444,0.47181643835616444,0.5851534246575342,458.53972602739725,95.67945205479452,55.61643835616438,67.21917808219177,,617.9260273972603
Mo Howard,188.0,77.0,University of Maryland,1977.0,SG,22.0,21.333333333333332,230.0,15.764062500000001,0.52315625,,0.49374999999999997,0.6312499999999999,0.06406250000000001,0.48959375,,0.48959375,0.48959375,0.69553125,32.421875,35.0,14.390625,6.4375,,126.03125
Kim Hughes,211.0,99.0,University of Wisconsin,1979.5714285714287,C,26.571428571428573,56.285714285714285,887.0,8.988832487309645,0.43583756345177666,,1.3291878172588834,0.18527918781725888,0.6439086294416245,0.44022588832487314,,0.44022588832487314,0.44022588832487314,,303.74365482233503,61.58121827411168,61.21573604060914,73.46954314720813,,177.89847715736042
Dan Issel*,206.0,106.0,University of Kentucky,1981.0,C,32.0,79.77777777777777,2482.4444444444443,20.864206128133706,0.5706044568245126,,9.204178272980503,1.698467966573816,2.458356545961003,0.5048662952646241,,0.5066100278551533,0.5057465181058496,0.7986727019498607,636.8565459610028,201.22284122562675,77.74094707520891,44.11281337047354,,1633.1545961002785
Dennis Johnson*,193.0,83.0,Pepperdine University,1983.5,PG,28.5,78.57142857142857,2568.1428571428573,14.658363636363637,0.5114381818181818,,5.939,0.6699999999999999,1.7066363636363637,0.4464827272727273,,0.4570090909090909,0.44959454545454547,0.79993,305.0181818181818,390.59,105.79545454545455,48.70818181818182,,1115.0281818181818
Bobby Jones,206.0,95.0,University of North Carolina,1992.3529411764705,PF,27.176470588235293,53.64705882352941,1269.1176470588234,16.396929824561404,0.5924429824561404,,6.362828947368421,2.9625000000000004,2.739364035087719,0.5310526315789473,,0.5398212719298245,0.5376195175438597,,373.6611842105263,163.71052631578948,91.3859649122807,84.0625,,780.3245614035088
Caldwell Jones,211.0,98.0,Albany State University,1983.5,C,32.5,76.28571428571429,1891.0,10.059082397003746,0.5282500000000001,,3.28061797752809,-0.6739700374531835,0.7745318352059926,0.47334737827715356,,0.47693632958801496,0.4736928838951311,0.7442200374531835,564.3642322097378,99.40355805243446,35.350187265917604,112.11704119850187,,487.7041198501873
Rich Jones,198.0,99.0,University of Memphis,1977.0,SF,30.0,34.0,877.0,12.5,0.449,,0.6,-3.5,-0.3,0.385,,0.385,0.385,0.76,194.0,46.0,38.0,11.0,,360.0
Robin Jones,206.0,102.0,Saint Louis University,1977.5,C,22.5,37.5,565.5,12.235999999999999,0.50192,,1.8480000000000003,-1.428,0.32000000000000006,0.4786,,0.4786,0.4786,0.5730399999999999,250.88,67.52,31.24,32.08,,293.12
Wil Jones,190.0,83.0,Northwestern University,1977.5,PF,29.5,79.5,2210.0,11.060377358490566,0.4694779874213836,,2.308805031446541,-1.3465408805031447,0.4025157232704403,0.4349685534591195,,0.4349685534591195,0.4349685534591195,0.7251194968553458,469.8490566037736,152.72955974842768,86.1006289308176,61.61635220125786,,790.5911949685535
George Karl,190.0,83.0,University of North Carolina,1977.5,PG,24.5,16.5,140.5,8.760606060606062,0.43248484848484847,,-0.17575757575757578,-7.312121212121212,-0.2636363636363636,0.34090909090909094,,0.34090909090909094,0.34090909090909094,0.7275757575757575,15.545454545454545,41.03030303030303,8.909090909090908,0.0,,70.15151515151516
Goo Kennedy,196.0,92.0,Texas Christian University,1977.0,SF,27.0,32.0,277.0,7.8,0.528,,0.3,-4.4,-0.2,0.534,,0.534,0.534,0.375,51.0,6.0,7.0,5.0,,65.0
Larry Kenon,206.0,92.0,University of Memphis,1980.9,PF,27.9,55.1,1628.7,16.325045372050813,0.5186914700544465,,5.226134301270417,0.06297640653357543,1.749001814882033,0.48157531760435573,,0.48229038112522676,0.4817168784029038,,559.2867513611616,183.08166969147007,95.8983666061706,21.94736842105263,,1210.1814882032668
Billy Knight,198.0,88.0,University of Pittsburgh,1981.3076923076924,SF,28.307692307692307,62.92307692307692,1639.0,16.48997555012225,0.5631699266503668,,4.676528117359413,-0.6471882640586797,0.9905867970660147,0.5016051344743276,,0.5047701711491444,0.5055293398533007,0.8386613691931538,301.6369193154034,143.1246943765281,61.437652811735944,8.808068459657703,,1049.3007334963324
Mitch Kupchak,206.0,104.0,University of North Carolina,1981.3333333333333,PF,26.333333333333332,56.666666666666664,1100.5555555555557,15.185882352941174,0.5555098039215687,,3.6078431372549025,-1.8911764705882352,0.36568627450980384,0.5101019607843137,,0.5109098039215687,0.5101019607843137,0.6994490196078431,353.25686274509803,48.27843137254902,20.941176470588236,22.7078431372549,,677.0784313725491
Bo Lamar,185.0,81.0,University of Louisiana at Lafayette,1977.0,PG,25.0,71.0,1165.0,12.8,0.425,,0.5,-4.5,-0.7,0.406,,0.406,0.406,0.676,92.0,177.0,59.0,3.0,,502.0
Ron Lee,193.0,87.0,University of Oregon,1979.5,PG,26.5,56.9,1209.9,11.678383128295255,0.4555096660808435,,1.5760984182776798,-0.5107205623901581,0.7295254833040422,0.396463971880492,,0.40042003514938485,0.4087662565905096,0.6875325131810194,181.19156414762742,251.0615114235501,128.9560632688928,17.968365553602812,,492.4340949033392
Scott Lloyd,208.0,104.0,Arizona State University,1979.4,C,26.4,51.4,681.2,7.357587548638132,0.45012645914396887,,0.31789883268482494,-4.5153696498054465,-0.4087548638132296,0.3983151750972762,,0.3985408560311284,0.39874708171206225,,175.6147859922179,55.66536964980545,15.686770428015564,11.616731517509727,,264.6089494163424
John Lucas,190.0,79.0,University of Maryland,1993.8181818181818,PG,29.272727272727273,53.18181818181818,1294.6818181818182,14.932307692307695,0.4941564102564103,,3.4280341880341885,-1.2736752136752136,0.635128205128205,0.43095811965811964,,0.45162136752136744,0.4563538461538461,,141.62820512820514,406.442735042735,81.43846153846154,4.644444444444445,,650.1931623931624
Maurice Lucas,206.0,97.0,Marquette University,1982.142857142857,PF,29.142857142857142,65.57142857142857,1905.0714285714287,15.783442265795207,0.5219542483660131,,4.7562091503267965,-0.174400871459695,1.0862745098039217,0.4703333333333334,,0.4721230936819172,0.4706437908496732,0.7616862745098039,612.9847494553377,162.82897603485839,51.734204793028326,44.20043572984749,,1004.8278867102397
Moses Malone*,208.0,97.0,,1985.142857142857,C,29.142857142857142,67.19047619047619,2265.5714285714284,21.667682494684627,,,9.751311126860385,1.4836286321757612,2.6207654145995747,,,,,,950.851169383416,104.33876683203403,63.85967399007796,105.73210489014883,,1571.351523742027
Scott May,201.0,97.0,Indiana University,1980.0,SF,25.0,50.714285714285715,1147.0,14.330422535211268,0.5247380281690142,,3.092112676056338,-1.229014084507042,0.4067605633802817,0.46575774647887325,,0.4671295774647888,0.46575774647887325,0.8048394366197184,247.98028169014086,102.79154929577464,48.19718309859155,7.633802816901408,,631.3352112676056
Andre McCarter,190.0,86.0,"University of California, Los Angeles",1978.6666666666667,PG,24.666666666666668,34.333333333333336,394.0,10.248543689320387,0.4544563106796116,,0.583495145631068,-4.437864077669903,-0.3699029126213592,0.42301941747572813,,0.42635922330097087,0.42594174757281555,,47.79611650485437,87.18446601941747,19.019417475728154,0.0,,205.59223300970874
Ted McClain,185.0,81.0,Tennessee State University,1978.0,PG,31.0,49.6,901.4,10.333064516129031,0.4920322580645161,,1.2,-2.4931451612903226,-0.027822580645161292,0.44529032258064516,,0.44529032258064516,0.44529032258064516,0.7820967741935483,124.83870967741936,171.3991935483871,58.71774193548387,6.266129032258065,,326.31048387096774
Allen Murphy,196.0,86.0,University of Louisville,1977.0,SG,24.0,2.0,18.0,1.8,0.309,,-0.1,-16.9,-0.1,0.2,,0.2,0.2,0.429,4.0,0.0,0.0,0.0,,5.0
Swen Nater,211.0,108.0,"University of California, Los Angeles",1980.5,C,30.5,61.125,1733.5,16.461963190184047,0.5726952965235174,,5.777096114519427,0.07505112474437625,1.605316973415133,0.5327730061349693,,0.5333006134969325,0.5329018404907976,0.7585705521472393,822.3926380368098,150.05112474437627,39.940695296523515,34.9079754601227,,916.6891615541922
Johnny Neumann,198.0,90.0,University of Mississippi,1977.25,SG,25.25,36.5,522.5,10.66986301369863,0.43802739726027395,,-0.05136986301369863,-5.656849315068493,-0.7095890410958905,0.4054794520547945,,0.4054794520547945,0.4054794520547945,0.6838287671232877,58.69178082191781,120.01369863013699,25.595890410958905,7.739726027397261,,316.55479452054794
Mark Olberding,203.0,102.0,University of Minnesota,1982.0,PF,25.0,78.63636363636364,1967.0,12.282543352601156,0.5748635838150289,,3.925202312138728,-0.312485549132948,0.9627745664739884,0.4888890173410404,,0.49147976878612715,0.48932601156069366,0.8117086705202312,410.39306358381504,199.00462427745666,52.16300578034682,21.34335260115607,,740.5895953757225
Tom Owens,208.0,97.0,University of South Carolina,1980.0,C,30.0,69.71428571428571,1638.7142857142858,15.964754098360656,0.5492909836065574,,5.237704918032787,0.4350409836065574,1.473155737704918,0.49834221311475413,,0.498827868852459,0.49849385245901634,0.7532991803278689,466.77868852459017,155.71311475409837,36.09426229508197,40.067622950819676,,881.844262295082
Joe Pace,208.0,99.0,Coppin State University,1977.5,C,23.5,39.5,278.5,14.763291139240506,0.5067341772151899,,0.5962025316455697,-1.9037974683544305,0.0,0.4626708860759494,,0.4626708860759494,0.4626708860759494,0.5898354430379747,96.0253164556962,15.784810126582279,8.20253164556962,19.481012658227847,,142.77215189873417
Robert Parish*,213.0,104.0,Centenary College of Louisiana,1987.0,C,33.0,76.71428571428571,2176.3809523809523,18.766852886405957,0.5652451893234017,,7.18330229671012,1.193234016139044,2.0422718808193667,0.5307740533829919,,0.5309683426443202,0.5307740533829919,0.7184177529484793,716.1185599006828,105.93668528864059,59.380509000620734,114.8119180633147,,1136.350713842334
Sonny Parker,198.0,90.0,Texas A&M University,1979.5,SF,23.5,75.33333333333333,1819.3333333333333,15.290265486725666,0.5379845132743363,,4.636061946902655,1.802212389380531,2.024336283185841,0.5001504424778761,,0.5003318584070796,0.5001504424778761,0.7423694690265488,316.3628318584071,164.64380530973452,105.61283185840708,25.670353982300885,,772.6061946902655
Billy Paultz,211.0,106.0,St. John's University,1981.1538461538462,C,32.15384615384615,60.38461538461539,1280.2307692307693,12.454267515923567,0.49047261146496823,,2.9350318471337573,-1.28343949044586,0.787643312101911,0.4676471337579618,,0.46812356687898093,0.4676471337579618,0.5876420382165606,395.1821656050955,118.95414012738854,32.09681528662421,76.81146496815286,,601.8509554140128
Marv Roberts,203.0,90.0,Utah State University,1977.0,SF,27.0,28.0,209.0,6.0,0.369,,-0.2,-8.1,-0.3,0.355,,0.355,0.355,0.667,25.0,19.0,4.0,2.0,,58.0
Dave Robisch,208.0,106.0,University of Kansas,1980.9333333333334,C,30.933333333333334,46.733333333333334,952.6,13.200142653352353,0.4965549215406561,,3.1620542082738945,-1.8547788873038518,0.4707560627674751,0.43545363766048506,,0.43586162624821684,0.43545363766048506,,353.57631954350927,107.39087018544936,30.00142653352354,26.15549215406562,,592.9087018544935
Marshall Rogers,185.0,86.0,University of Texas-Pan American,1977.0,PG,23.0,26.0,176.0,9.8,0.408,,-0.2,-9.9,-0.4,0.371,,0.371,0.371,0.933,11.0,10.0,8.0,3.0,,100.0
Dan Roundfield,203.0,92.0,Central Michigan University,1982.0,PF,28.0,67.81818181818181,2131.181818181818,17.80898123324397,0.5386206434316354,,6.323592493297586,2.1776139410187665,2.541018766756032,0.48317158176943703,,0.4854731903485255,0.4834745308310992,0.7391273458445039,695.0067024128687,155.72117962466487,63.970509383378015,107.44906166219839,,1084.6045576407507
Phil Sellers,193.0,88.0,Rutgers University,1977.0,SG,23.0,44.0,329.0,14.0,0.447,,0.0,-5.0,-0.2,0.384,,0.384,0.384,0.722,41.0,25.0,22.0,0.0,,198.0
Lonnie Shelton,203.0,108.0,Oregon State University,1981.5,PF,25.5,67.3,1853.0,14.014858841010401,0.5210921248142644,,4.342644873699852,1.023625557206538,1.7169390787518573,0.4892436849925706,,0.4912095096582467,0.48947399702823186,0.7429316493313521,466.25111441307575,163.77563150074295,83.01485884101041,65.23031203566121,,913.5824665676078
James Silas,185.0,81.0,Stephen F. Austin State University,1979.5,PG,29.5,59.5,1438.8333333333333,16.596918767507002,0.5636974789915966,,4.473949579831933,-1.7044817927170868,0.3089635854341737,0.47743697478991604,,0.4788291316526611,0.47743697478991604,0.8504705882352941,149.85714285714286,243.812324929972,50.13725490196079,11.380952380952381,,1021.5266106442577
Ralph Simpson,196.0,90.0,Michigan State University,1978.5,SG,28.5,43.875,785.25,10.946153846153846,0.4343333333333333,,0.1515669515669516,-4.6945868945868945,-0.6205128205128205,0.3966182336182336,,0.39700569800569796,0.3966182336182336,0.7333589743589743,111.01994301994301,120.37606837606837,46.63817663817664,4.464387464387465,,453.6866096866097
Al Skinner,190.0,86.0,University of Massachusetts Amherst,1978.5,SG,25.5,40.625,831.75,12.151692307692308,0.5178246153846154,,1.7649230769230766,-1.4067692307692308,0.4227692307692309,0.4423292307692308,,0.4423292307692308,0.4423292307692308,,196.96307692307693,148.15384615384616,60.11076923076923,21.553846153846155,,549.8861538461539
Willie Smith,213.0,99.0,Syracuse University,1978.5,PG,24.5,19.5,300.0,12.058974358974357,,,0.844871794871795,-1.1179487179487178,0.317948717948718,,,,,,98.34615384615384,208.71794871794873,61.282051282051285,0.9615384615384616,,247.33333333333334
Keith Starr,198.0,86.0,University of Pittsburgh,1977.0,SG,22.0,17.0,65.0,3.7,0.281,,-0.2,-9.8,-0.1,0.25,,0.25,0.25,1.0,10.0,6.0,1.0,0.0,,14.0
Earl Tatum,196.0,83.0,Marquette University,1978.5,SG,24.5,52.875,1123.0,13.527659574468085,0.47858392434988173,,2.027895981087471,-1.4569739952718679,0.37541371158392434,0.45355791962174946,,0.45379196217494094,0.45441607565011827,0.7365957446808512,175.21040189125296,139.07801418439718,86.69976359338061,28.60047281323877,,688.8983451536643
Brian Taylor,188.0,83.0,Princeton University,1979.5,PG,27.5,55.0,1710.3333333333333,14.725757575757576,0.5522363636363636,,5.273030303030303,1.0260606060606061,1.8393939393939394,0.4854090909090909,,0.5055515151515151,0.5105454545454545,0.8052272727272728,158.05454545454546,300.93030303030304,122.45454545454545,17.157575757575756,,826.7363636363636
Fatty Taylor,183.0,79.0,La Salle University,1977.0,PG,30.0,79.0,1548.0,11.1,0.439,,2.1,0.3,0.9,0.42,,0.42,0.42,0.569,211.0,288.0,132.0,9.0,,301.0
Ira Terrell,203.0,90.0,Southern Methodist University,1978.5,SF,23.5,44.0,803.75,11.113068181818182,0.5168011363636364,,1.8460227272727272,-2.4011363636363634,-0.046590909090909086,0.49,,0.49,0.49,0.6431420454545456,235.14204545454547,63.17613636363637,27.65340909090909,33.11363636363637,,390.14772727272725
Claude Terry,193.0,88.0,Stanford University,1977.25,SG,27.25,29.25,314.0,11.499999999999998,0.5048974358974359,,0.5307692307692308,-4.664102564102564,-0.16923076923076927,0.4666153846153846,,0.4666153846153846,0.4666153846153846,0.812128205128205,30.897435897435898,35.794871794871796,13.102564102564102,0.48717948717948717,,145.51282051282053
