Player,height,weight,college,Year,Pos,Age,G,MP,PER,TS%,USG%,WS,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS
Larry Robinson,190.0,81.0,Centenary College of Louisiana,1995.909090909091,SG,27.90909090909091,14.454545454545455,205.36363636363637,9.372327044025155,,18.194339622641508,0.41006289308176114,-3.3547169811320754,0.011320754716981126,,,,,,54.735849056603776,26.91194968553459,17.748427672955973,1.2452830188679245,20.17610062893082,132.0566037735849
Rumeal Robinson,188.0,88.0,University of Michigan,1994.7272727272727,PG,27.727272727272727,38.27272727272727,636.5454545454545,11.447505938242282,0.47483135391924,21.623752969121142,0.9472684085510689,-3.313539192399049,0.00807600950118765,0.41778859857482187,0.3289453681710214,0.4366650831353919,0.4493491686460807,0.6079097387173397,100.34204275534442,196.87173396674584,51.142517814726844,8.971496437054633,94.63182897862232,431.5083135391924
Steve Scheffler,206.0,113.0,Purdue University,1993.5555555555557,C,25.555555555555557,20.555555555555557,108.77777777777777,13.876216216216218,0.6303837837837838,14.21135135135135,0.49513513513513513,-2.1594594594594594,0.017297297297297298,0.571972972972973,,0.5799189189189189,0.5740540540540541,0.7525567567567568,29.956756756756757,4.583783783783784,5.151351351351352,1.2324324324324325,5.232432432432432,54.12972972972973
Dwayne Schintzius,216.0,117.0,University of Florida,1994.625,C,25.625,27.125,243.75,8.97926267281106,0.4187834101382488,17.957142857142856,0.1405529953917051,-5.13963133640553,-0.22442396313364057,0.39054838709677425,,0.3932442396313364,0.3915161290322581,0.655373271889401,84.68663594470046,14.142857142857142,4.345622119815668,18.304147465437786,18.746543778801843,94.35023041474655
Dennis Scott,203.0,103.0,Georgia Institute of Technology,1996.357142857143,SF,27.357142857142858,53.285714285714285,1500.7857142857142,12.876541554959784,0.5241983914209115,19.771715817694375,3.358042895442359,-0.839946380697051,0.7364611260053621,0.41083512064343164,0.38924128686327075,0.42509651474530835,0.4977721179624665,0.7782493297587131,185.05227882037534,134.69034852546918,53.24664879356568,21.572386058981234,80.00938337801608,826.5589812332439
Lionel Simmons,201.0,95.0,La Salle University,1994.0,SF,25.0,64.85714285714286,1924.5714285714287,13.821365638766519,0.4870881057268722,20.779735682819382,2.6867841409691633,-0.3541850220264316,1.2125550660792952,0.4219185022026432,0.2673259911894273,0.4265308370044053,0.4313193832599119,0.7690814977973569,449.9603524229075,236.90528634361235,82.46255506607929,57.99559471365639,155.57488986784142,934.5947136563876
Tony Smith,201.0,95.0,,1995.3636363636363,SG,26.363636363636363,46.90909090909091,748.4545454545455,11.379069767441862,0.48546705426356584,18.181782945736433,0.9251937984496124,-2.541472868217055,-0.12441860465116279,0.42822286821705424,0.22452713178294573,0.46056201550387604,0.45884496124031,0.6669186046511629,96.73643410852713,116.64341085271317,40.3062015503876,10.30232558139535,57.01937984496124,327.7480620155039
Felton Spencer,213.0,120.0,University of Louisville,1996.5714285714287,C,28.571428571428573,50.92857142857143,989.7142857142857,10.186535764375877,0.5280841514726509,13.482468443197757,2.1469845722300143,-3.1033660589060306,-0.24586255259467038,0.4747503506311361,,0.47486395511921464,0.4747503506311361,,369.859747545582,22.02805049088359,27.033660589060307,56.166900420757365,70.63113604488079,354.7138849929874
Irving Thomas,203.0,102.0,Florida State University,1991.0,PF,25.0,26.0,108.0,7.3,0.388,29.1,-0.1,-6.3,-0.1,0.34,,0.34,0.34,0.571,31.0,10.0,4.0,1.0,13.0,46.0
Andy Toolson,198.0,95.0,Brigham Young University,1993.5,SF,27.5,30.0,261.5,7.533333333333333,0.48806666666666665,16.795,0.47,-3.381666666666667,-0.021666666666666667,0.39455,0.34791666666666665,0.43184999999999996,0.44766666666666666,0.7562666666666666,53.78333333333333,24.5,10.966666666666667,1.5666666666666667,19.233333333333334,112.08333333333333
Loy Vaught,206.0,104.0,University of Michigan,1996.7692307692307,PF,27.76923076923077,56.92307692307692,1349.3846153846155,14.418243243243243,0.5115608108108107,18.062837837837836,3.7778378378378377,-2.17945945945946,0.28540540540540543,0.4879256756756757,,0.49119324324324315,0.4892202702702702,0.7209581081081081,501.927027027027,67.91621621621621,53.02837837837838,23.53108108108108,85.18648648648649,728.7216216216216
Stojko Vrankovic,218.0,117.0,,1995.4,C,31.4,34.0,410.0,9.72529411764706,0.5019823529411764,14.430588235294117,0.4264705882352941,-3.8947058823529415,-0.25882352941176473,0.4770058823529412,,0.4770058823529412,0.4770058823529412,,165.43529411764706,19.41764705882353,7.5058823529411764,53.311764705882354,39.294117647058826,145.7235294117647
Jayson Williams,206.0,108.0,St. John's University,1995.0,PF,26.0,52.77777777777778,1089.4444444444443,13.92778947368421,0.4742231578947369,18.766526315789474,2.6564210526315795,-3.1002105263157893,0.02842105263157889,0.4373094736842105,,0.43966315789473687,0.43780631578947365,0.5999052631578947,460.8568421052632,35.94315789473684,25.442105263157895,36.58105263157895,64.5221052631579,446.341052631579
Kenny Williams,188.0,79.0,St. John's University,1992.5,SF,22.5,65.0,729.5,15.806923076923077,0.5360115384615385,19.138846153846156,1.7907692307692307,-0.2876923076923077,0.32846153846153847,0.5137999999999999,0.0,0.5213000000000001,0.5137999999999999,0.6744076923076924,171.15769230769232,40.103846153846156,18.66923076923077,41.08461538461538,34.81153846153846,309.5846153846154
Scott Williams,208.0,104.0,University of North Carolina,1998.7368421052631,C,29.736842105263158,41.89473684210526,673.3157894736842,13.10778894472362,0.49890075376884424,16.177763819095475,2.1187185929648247,-2.1149497487437188,0.09698492462311559,0.4625690954773869,,0.46734045226130644,0.4634748743718592,,276.1394472361809,33.48994974874372,31.396984924623116,32.57035175879397,42.21733668341709,298.8253768844221
Trevor Wilson,201.0,95.0,"University of California, Los Angeles",1994.0,PF,25.0,26.666666666666668,471.6666666666667,10.87375,0.48030000000000006,19.515625,0.414375,-3.9412499999999993,-0.25125,0.45106875,,0.45416249999999997,0.45106875,0.57555,186.96875,48.51875,25.6875,7.54375,64.85,316.34375
Kennard Winchester,196.0,95.0,Averett University,1992.0,SF,25.0,28.2,221.8,11.621276595744682,0.47163829787234046,20.254609929078015,0.40992907801418443,-3.7503546099290777,-0.299290780141844,0.4180141843971631,,0.4270070921985816,0.43346099290780143,,47.58156028368794,16.872340425531913,10.51063829787234,9.148936170212766,18.24822695035461,156.31914893617022
Howard Wright,190.0,83.0,Austin Peay State University,1991.4,PF,23.4,6.8,67.6,12.791176470588235,0.5413529411764706,17.900000000000002,0.052941176470588235,-6.31764705882353,-0.14705882352941177,0.4957941176470589,,0.5291470588235294,0.4957941176470589,0.6457941176470589,29.676470588235293,2.0294117647058822,2.5588235294117645,3.3823529411764706,7.205882352941177,36.0
A.J. Wynder,190.0,83.0,,1991.0,PG,26.0,6.0,39.0,7.6,0.387,21.1,0.0,-9.4,-0.1,0.25,0.0,0.273,0.25,0.75,3.0,8.0,1.0,0.0,4.0,12.0
Victor Alexander,206.0,120.0,Iowa State University,1995.2,C,25.2,57.2,1151.0,13.586013986013988,0.5368251748251749,19.82972027972028,2.196503496503497,-3.00979020979021,-0.17657342657342656,0.5142902097902098,0.19365734265734263,0.5212972027972028,0.5175839160839161,0.6239965034965035,326.4230769230769,59.09090909090909,32.7972027972028,43.52797202797203,89.96153846153847,603.5174825174826
Kenny Anderson,183.0,76.0,Georgia Institute of Technology,1999.2272727272727,PG,28.227272727272727,49.63636363636363,1452.1818181818182,15.636721611721608,0.4934258241758243,20.74194139194139,4.483150183150185,-0.026007326007326203,1.3732600732600735,0.41975183150183154,,0.43321703296703296,0.44641483516483516,,184.25641025641025,366.81227106227107,89.02472527472527,7.694139194139194,123.38461538461539,762.2142857142857
Greg Anthony,183.0,79.0,"University of Nevada, Las Vegas",1997.7692307692307,PG,29.76923076923077,62.84615384615385,1335.6923076923076,14.184577723378215,0.5086193390452878,18.37564259485924,3.148347613219094,-0.19865361077111385,0.6734394124847001,0.4021603427172583,0.31477233782129743,0.43289840881272956,0.46879926560587515,0.7177747858017135,128.1028151774786,270.750305997552,78.26315789473684,7.140758873929008,93.59118727050183,489.4651162790698
Stacey Augmon,203.0,92.0,"University of Nevada, Las Vegas",1998.764705882353,SG,29.764705882352942,62.411764705882355,1329.4117647058824,12.70358152686145,0.5102082940622055,17.05513666352498,3.0769085768143265,-0.7032987747408107,0.7166823751178134,0.4554250706880302,,0.4597257304429784,0.45598586239396793,0.7194665409990575,223.31008482563618,108.49010367577756,67.88784165881245,21.76531573986805,87.93496701225259,564.4655984919887
Isaac Austin,208.0,115.0,Arizona State University,1997.4545454545455,C,27.454545454545453,46.36363636363637,965.0909090909091,13.111764705882354,0.48781960784313727,22.350392156862743,1.6554901960784312,-2.708823529411765,0.04901960784313728,0.444743137254902,,0.4489294117647059,0.44626862745098045,0.6824705882352942,299.3627450980392,81.23333333333333,31.73921568627451,32.03529411764706,106.17647058823529,511.3235294117647
Steve Bardo,196.0,86.0,University of Illinois at Urbana-Champaign,1993.6666666666667,SG,24.666666666666668,11.0,99.66666666666667,8.636363636363637,,17.254545454545454,-0.15454545454545454,-4.636363636363638,-0.1393939393939394,,,,,,31.818181818181817,24.303030303030305,6.666666666666667,2.3636363636363638,13.212121212121213,41.54545454545455
David Benoit,203.0,99.0,University of Alabama,1996.111111111111,SF,27.11111111111111,63.22222222222222,1159.6666666666667,11.596660808435852,0.5068857644991211,18.477855887521972,2.2862917398945517,-2.3678383128295253,0.06695957820738138,0.4289384885764499,0.3079050966608084,0.458377855887522,0.4668435852372584,0.8000158172231985,272.31634446397186,39.13005272407733,31.07029876977153,33.44991212653778,59.249560632688926,479.713532513181
Terrell Brandon,180.0,81.0,University of Oregon,1997.3076923076924,PG,26.307692307692307,58.46153846153846,1750.923076923077,19.027631578947368,0.51215,23.519473684210524,6.051842105263157,1.8275000000000001,2.169605263157895,0.44531710526315793,0.2989184210526316,0.4594013157894737,0.46452894736842104,0.8634578947368421,201.77236842105262,401.16184210526313,105.02368421052631,21.448684210526316,131.56973684210527,928.5039473684211
Kevin Brooks,198.0,90.0,University of Louisiana at Lafayette,1993.0,SF,23.0,42.0,343.6666666666667,8.092063492063492,0.45370634920634917,21.515873015873016,-0.024603174603174606,-8.282539682539682,-0.5285714285714286,0.40247619047619043,0.20123015873015873,0.43700793650793646,0.41677777777777775,0.8626587301587301,52.476190476190474,18.88095238095238,6.714285714285714,2.0,25.547619047619047,152.85714285714286
Myron Brown,190.0,81.0,Slippery Rock University of Pennsylvania,1992.0,PG,22.0,4.0,23.0,14.7,0.75,18.5,0.0,-5.0,0.0,0.667,0.333,1.0,0.75,,3.0,6.0,1.0,0.0,4.0,9.0
Randy Brown,203.0,99.0,University of Idaho,1997.5,PG,28.5,54.583333333333336,961.0833333333334,10.485496183206108,0.45827022900763364,15.85328244274809,1.1302290076335877,-1.9682442748091604,0.007175572519083988,0.41705648854961835,,0.42757099236641216,0.42098167938931297,,111.15725190839694,133.5206106870229,69.35572519083969,15.332824427480917,68.38625954198473,301.98778625954196
Demetrius Calip,185.0,74.0,University of Michigan,1992.0,PG,22.0,7.0,58.0,1.8,0.285,18.3,-0.2,-11.3,-0.1,0.222,0.2,0.231,0.25,0.667,5.0,12.0,1.0,0.0,5.0,11.0
Pete Chilcutt,208.0,104.0,University of North Carolina,1996.5714285714287,PF,27.571428571428573,51.142857142857146,740.0,11.641061452513965,0.4880949720670391,14.9286312849162,1.1400837988826815,-2.112011173184358,0.03729050279329609,0.43180307262569834,,0.45087849162011173,0.47144273743016757,,210.0740223463687,52.61173184357542,29.175977653631286,22.717877094972067,41.94553072625698,267.10754189944134
Marty Conlon,208.0,101.0,Providence College,1995.6363636363637,C,27.636363636363637,37.18181818181818,626.8181818181819,12.989731051344744,0.5439290953545233,18.47383863080685,1.3907090464547676,-2.9552567237163823,-0.15721271393643035,0.4933251833740831,,0.5044987775061124,0.49651833740831286,,214.8117359413203,62.99511002444988,24.202933985330073,11.320293398533007,68.99266503667482,406.440097799511
Tom Copa,208.0,124.0,Marquette University,1992.0,C,27.0,33.0,132.0,10.7,0.525,17.2,0.2,-4.5,-0.1,0.55,,0.55,0.55,0.308,36.0,3.0,2.0,6.0,8.0,48.0
Chris Corchiani,183.0,83.0,North Carolina State University,1993.0,PG,24.0,24.4,283.6,11.855737704918033,0.5544344262295082,15.84016393442623,0.5901639344262295,-2.5836065573770495,-0.12540983606557377,0.4425409836065574,,0.5066967213114754,0.47765573770491804,,52.09016393442623,97.38524590163935,28.942622950819672,1.6721311475409837,48.0655737704918,162.2295081967213
Corey Crowder,196.0,97.0,Kentucky Wesleyan College,1993.5,SF,23.5,29.0,178.5,7.08448275862069,0.44627586206896547,18.067241379310346,0.33965517241379317,-4.998275862068965,-0.18793103448275864,0.3617931034482758,0.3807413793103448,0.36201724137931035,0.41279310344827586,0.7726551724137931,36.41379310344828,15.068965517241379,6.275862068965517,1.7586206896551724,11.672413793103448,100.96551724137932
Dale Davis,211.0,104.0,Clemson University,2000.111111111111,C,30.11111111111111,64.16666666666667,1717.388888888889,14.854372294372297,0.5377142857142857,13.457142857142856,5.610735930735929,1.5216450216450217,1.8651082251082254,0.5179844155844157,,0.5188207792207792,0.5179844155844157,0.5744649350649351,556.3575757575758,64.12467532467532,45.35497835497836,81.81818181818181,70.63463203463203,564.6961038961039
Bison Dele,206.0,106.0,University of Arizona,1995.5,C,25.5,51.625,1250.5,16.22687651331719,0.565769975786925,21.41234866828087,3.7075060532687645,-0.3234866828087167,0.7263922518159808,0.5325012106537531,,0.5339782082324456,0.5326585956416465,0.6903171912832929,407.9927360774818,67.49878934624698,49.00968523002421,54.33414043583535,126.29782082324455,717.7554479418886
Patrick Eddie,211.0,108.0,University of Mississippi,1992.0,C,24.0,4.0,13.0,-8.8,0.222,30.2,-0.1,-24.9,-0.1,0.222,,0.222,0.222,,1.0,0.0,0.0,0.0,0.0,4.0
LeRon Ellis,208.0,95.0,St. John's University,1994.0,C,24.0,30.333333333333332,285.6666666666667,10.36923076923077,0.43835164835164836,19.37802197802198,0.8021978021978022,-5.173626373626373,-0.07692307692307693,0.4042197802197803,,0.4042197802197803,0.4042197802197803,0.5807252747252748,112.0,14.032967032967033,11.516483516483516,17.0,15.43956043956044,136.84615384615384
Rick Fox,201.0,104.0,University of North Carolina,1998.0,SF,28.0,71.53846153846153,1824.8461538461538,13.45225806451613,0.5340784946236559,18.448709677419355,3.6618279569892467,0.8363440860215053,1.4615053763440862,0.4483225806451613,0.33223010752688176,0.48926881720430104,0.4980311827956989,0.7740483870967741,289.5784946236559,215.61397849462367,78.6752688172043,29.43763440860215,131.8494623655914,732.083870967742
Chris Gatling,208.0,99.0,Old Dominion University,1997.421052631579,PF,29.42105263157895,50.05263157894737,1002.9473684210526,17.410725552050472,0.5515488958990535,24.13186119873817,2.7952681388012617,-2.1937960042060984,-0.0076761303890641695,0.5121146161934805,,0.5206782334384858,0.5159947423764458,0.6494752891692955,320.6498422712934,39.33123028391167,40.12407991587802,30.52155625657203,92.52155625657203,625.956887486856
Paul Graham,198.0,90.0,Ohio University,1993.0,SG,25.0,59.666666666666664,1118.0,13.618435754189942,0.5157765363128491,20.650837988826815,2.441340782122905,-0.7078212290502793,0.646368715083799,0.44220111731843575,0.33022905027932964,0.47768156424581004,0.4802178770949721,0.7402402234636872,186.9832402234637,151.0782122905028,80.73743016759776,12.418994413407821,93.87150837988827,641.9888268156425
Sean Green,196.0,95.0,Iona College,1993.4,SG,22.4,24.0,201.0,9.196666666666665,0.41123333333333334,30.134999999999998,-0.6783333333333333,-8.6525,-0.5016666666666667,0.37359166666666666,,0.399925,0.39512500000000006,,33.34166666666667,16.641666666666666,14.658333333333333,5.408333333333333,24.825,136.0
Carl Herrera,206.0,97.0,University of Houston,1996.2,PF,29.2,49.3,834.9,9.691683569979716,0.4895294117647059,16.300405679513183,1.3539553752535496,-3.889046653144016,-0.3042596348884381,0.46717444219066934,,0.4696632860040568,0.4674787018255578,0.5831947261663286,236.85598377281949,35.37322515212982,32.671399594320484,27.515212981744423,60.66125760649087,346.131845841785
Donald Hodge,213.0,104.0,Temple University,1994.5714285714287,C,24.571428571428573,37.714285714285715,516.5714285714286,10.050757575757576,,16.26098484848485,0.2439393939393939,-4.155681818181818,-0.46136363636363636,,,,,,186.4469696969697,44.84848484848485,19.696969696969695,21.689393939393938,55.291666666666664,270.31439393939394
Brian Howard,198.0,92.0,North Carolina State University,1992.5,SF,24.5,47.5,806.5,10.637894736842105,0.5033157894736842,16.897894736842105,0.3852631578947368,-3.302105263157895,-0.35789473684210527,0.46388421052631584,0.2444631578947368,0.46774736842105263,0.46602105263157895,0.7500842105263158,166.2421052631579,51.93684210526316,42.49473684210526,26.610526315789475,52.93684210526316,351.46315789473687
Cedric Hunter,183.0,81.0,University of Kansas,1992.0,PG,27.0,1.0,1.0,0.0,,0.0,0.0,-7.1,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Mike Iuzzolino,178.0,79.0,Saint Francis University,1992.5,PG,24.5,61.0,1524.5,12.955737704918032,0.5737868852459017,16.09672131147541,1.798360655737705,-2.7901639344262295,-0.3590163934426229,0.4573114754098361,0.40014754098360655,0.48337704918032787,0.5253934426229508,0.7952622950819672,122.09836065573771,270.88524590163934,42.18032786885246,3.8688524590163933,113.22950819672131,557.1475409836065
Rich King,218.0,117.0,University of Nebraska,1993.5,C,23.5,18.0,77.25,10.261111111111113,0.46656944444444437,24.243055555555557,0.14583333333333334,-5.759722222222223,-0.1111111111111111,0.39315277777777774,,0.4017361111111111,0.39315277777777774,0.6491666666666667,34.93055555555556,9.708333333333334,2.5972222222222223,3.5277777777777777,12.75,64.51388888888889
Doug Lee,196.0,90.0,Purdue University,1993.3333333333333,SG,28.333333333333332,24.333333333333332,138.33333333333334,11.994520547945207,0.5174383561643836,19.108219178082194,0.3726027397260274,-1.9712328767123293,-0.03972602739726028,0.39967123287671236,0.31017808219178084,0.4221643835616438,0.47382191780821914,,23.698630136986303,15.712328767123287,8.73972602739726,1.6027397260273972,9.273972602739725,88.91780821917808
Luc Longley,218.0,120.0,University of New Mexico,1996.0833333333333,C,27.083333333333332,53.583333333333336,1125.6666666666667,11.740902021772941,0.5010590979782271,18.297356143079316,1.7581648522550544,-1.7076205287713841,0.1587869362363919,0.45925816485225507,,0.45989269051321924,0.45925816485225507,0.7529688958009331,292.88180404354586,85.63919129082426,29.345256609642302,57.71850699844479,97.3701399688958,418.95489891135304
Kevin Lynch,196.0,88.0,University of Minnesota,1992.5,SG,23.5,47.5,571.5,7.657894736842105,0.5054736842105263,13.56842105263158,0.2,-3.889473684210526,-0.2736842105263158,0.4553157894736842,0.21710526315789475,0.46026315789473676,0.4593684210526316,0.7285789473684211,63.94736842105263,58.578947368421055,26.05263157894737,7.7368421052631575,35.578947368421055,165.89473684210526
Mark Macon,196.0,83.0,Temple University,1994.625,SG,24.625,36.625,689.25,9.068600682593857,0.4314505119453925,19.34607508532423,-0.07372013651877136,-3.367918088737201,-0.3252559726962458,0.38403071672354955,0.20257679180887372,0.39178498293515357,0.39791467576791817,,100.15699658703072,89.74744027303754,74.79863481228669,4.501706484641638,69.72013651877133,364.6825938566553
Tharon Mayes,190.0,79.0,Florida State University,1992.0,SG,23.0,16.0,170.0,6.443749999999999,0.4360625,25.33125,-0.375,-6.5249999999999995,-0.28125,0.306875,0.3713125,0.261875,0.3835,0.6670000000000001,14.625,31.6875,14.25,1.5,27.9375,89.4375
Rodney Monroe,190.0,83.0,North Carolina State University,1992.0,SG,23.0,38.0,313.0,8.8,0.425,23.4,-0.2,-6.9,-0.4,0.368,0.222,0.402,0.389,0.826,33.0,27.0,12.0,2.0,23.0,131.0
Tracy Moore,193.0,90.0,University of Tulsa,1994.4,SG,28.4,23.8,345.8,13.196638655462186,0.5114453781512606,22.699159663865544,0.46638655462184875,-2.9050420168067226,-0.13277310924369748,0.40826050420168064,,0.4512521008403361,0.4600336134453781,0.8287647058823528,53.38655462184874,37.285714285714285,19.49579831932773,2.722689075630252,29.73109243697479,246.4453781512605
Eric Murdock,185.0,86.0,Providence College,1996.0,PG,27.0,52.81818181818182,1232.2727272727273,16.71893287435456,0.5143184165232358,21.609466437177282,3.643889845094664,0.7144578313253014,1.4091222030981068,0.4290258175559381,0.3240292598967298,0.4539948364888124,0.46385370051635105,0.7840309810671257,174.6987951807229,343.52667814113596,118.42340791738383,9.19104991394148,136.20309810671256,713.47504302926
Dikembe Mutombo*,218.0,111.0,Georgetown University,2000.55,C,33.55,63.55,1969.1,16.805586152635723,0.5738237608182533,14.299055861526362,7.175216365066875,1.58095987411487,2.390243902439024,0.5162840283241543,,0.5163422501966956,0.5162840283241543,0.6940637293469709,764.7324940991346,76.8300550747443,30.360346184107,202.41070023603461,134.0023603461841,723.6726986624705
Jimmy Oliver,196.0,92.0,Purdue University,1996.0,SG,26.0,15.6,171.2,9.756410256410255,0.46234615384615385,19.72820512820513,0.17692307692307693,-5.588461538461538,-0.35641025641025637,0.40317948717948715,0.30806410256410255,0.4120128205128205,0.4296666666666666,,35.57692307692308,25.602564102564102,12.243589743589743,1.2564102564102564,15.115384615384615,155.78205128205127
Billy Owens,203.0,99.0,Syracuse University,1996.9285714285713,SF,26.928571428571427,51.714285714285715,1493.2857142857142,13.720580110497236,0.5036657458563536,19.401519337016573,2.98439226519337,0.14571823204419881,1.1734806629834253,0.4678245856353591,0.23336187845303868,0.47671685082872933,0.4762458563535912,0.6218812154696133,411.1477900552486,172.54558011049724,57.59668508287293,33.1767955801105,133.78176795580112,714.7417127071823
Keith Owens,201.0,102.0,"University of California, Los Angeles",1992.0,SF,22.0,20.0,80.0,10.3,0.357,21.0,0.0,-4.9,-0.1,0.281,,0.281,0.281,0.8,15.0,3.0,5.0,4.0,2.0,26.0
Robert Pack,188.0,81.0,University of Southern California,1997.8666666666666,PG,27.866666666666667,40.4,882.9333333333333,14.377887788778878,0.5016749174917492,22.792244224422443,1.3595709570957095,-2.586798679867987,-0.07046204620462046,0.42239273927392734,,0.43483828382838285,0.4339125412541254,0.7864389438943895,104.28382838283828,247.33993399339934,56.76237623762376,4.364686468646864,127.6963696369637,473.8894389438944
Elliot Perry,183.0,68.0,University of Memphis,1997.375,PG,27.375,42.6875,670.4375,13.012884333821376,0.5004304538799415,19.016251830161053,1.642752562225476,-3.058711566617862,0.00600292825768669,0.44198828696925335,,0.45618301610541734,0.46313762811127374,,82.61932650073206,187.33821376281114,64.5519765739385,2.2840409956076133,86.35578330893118,391.5856515373353
Bobby Phills,196.0,95.0,Southern University and A&M College,1996.0,SG,26.0,51.888888888888886,1491.7777777777778,13.925267665952891,0.5172997858672378,21.073661670235545,3.8404710920770877,-0.1029978586723769,1.2113490364025696,0.44499785867237684,0.33205781584582444,0.4582355460385439,0.47940256959314775,0.7303961456102784,204.77516059957173,171.58029978586723,81.91648822269808,18.7237687366167,95.4967880085653,703.9528907922912
Mark Randall,203.0,106.0,University of Kansas,1993.0,PF,25.0,27.25,196.5,11.51697247706422,0.4989082568807339,18.643119266055045,0.33623853211009175,-3.829357798165138,-0.11100917431192661,0.44679816513761467,0.14739449541284402,,0.45613302752293583,,50.72935779816514,18.238532110091743,7.467889908256881,2.3256880733944953,16.788990825688074,109.79357798165138
Stanley Roberts,213.0,129.0,Louisiana State University,1996.125,C,25.125,37.5,733.625,13.359333333333332,0.50521,20.91666666666667,1.7926666666666664,-3.633666666666667,-0.2723333333333333,0.49177000000000004,,0.4922866666666667,0.49177000000000004,0.5041033333333333,311.63666666666666,37.026666666666664,22.006666666666668,78.38,73.39666666666666,517.1566666666666
Doug Smith,188.0,86.0,University of Minnesota,1994.0,PF,24.0,59.2,1166.6,11.363513513513514,0.4550033783783784,21.06587837837838,0.835135135135135,-3.35777027027027,-0.2861486486486487,0.4214628378378378,,0.4271891891891892,0.42242229729729724,0.7654831081081082,293.0439189189189,95.90878378378379,54.04054054054054,35.12162162162162,81.93243243243244,559.2331081081081
LaBradford Smith,203.0,97.0,Alcorn State University,1993.4,SG,23.4,49.8,801.6,11.22168674698795,0.4865542168674699,19.495180722891565,0.5413654618473897,-3.6457831325301204,-0.4827309236947791,0.42069477911646586,,0.43469879518072285,0.44121285140562255,0.7903373493975903,85.4859437751004,124.3012048192771,44.00803212851405,4.9879518072289155,65.57831325301204,384.87951807228916
Steve Smith,201.0,90.0,Michigan State University,1998.8333333333333,SG,28.833333333333332,59.55555555555556,1792.7777777777778,15.5097947761194,0.554616604477612,21.11240671641791,6.278078358208954,0.8379664179104478,1.8186567164179106,0.4340391791044776,0.36120988805970156,0.46875652985074634,0.4933945895522387,0.8458554104477612,225.34421641791045,212.92444029850745,52.66511194029851,20.967350746268657,124.17444029850746,998.3367537313433
Larry Stewart,203.0,99.0,Coppin State University,1994.2,SF,25.2,54.0,1083.0,12.635925925925926,0.5504777777777777,16.776296296296298,2.682962962962963,-1.3807407407407408,0.4033333333333334,0.49515555555555557,,0.5065740740740741,0.4998222222222222,0.7385148148148148,295.6222222222222,93.74814814814815,38.885185185185186,28.392592592592592,96.15185185185184,555.3296296296296
Derek Strong,203.0,99.0,Xavier University,1996.5,PF,27.5,45.6,854.8,13.584210526315786,0.514436403508772,17.494298245614036,2.493640350877193,-3.1258771929824563,-0.2543859649122807,0.4294999999999999,,0.4371162280701754,0.4326074561403509,0.7873640350877195,300.99342105263156,40.796052631578945,27.230263157894736,13.234649122807017,57.71271929824562,420.8179824561403
Lamont Strothers,193.0,86.0,Christopher Newport University,1992.5,SG,23.5,6.5,77.5,5.792307692307693,0.37615384615384617,28.03846153846154,-0.3076923076923077,-8.807692307692308,-0.13846153846153847,0.3295384615384615,0.10661538461538461,0.38269230769230766,0.3406153846153846,0.7076923076923076,10.0,9.307692307692308,5.846153846153846,0.3076923076923077,11.0,37.69230769230769
Greg Sutton,188.0,77.0,Oral Roberts University,1995.0,PG,27.0,43.2,520.2,9.750925925925925,0.5117824074074074,21.15509259259259,0.22638888888888892,-4.235185185185186,-0.34074074074074073,0.3951805555555556,0.3573425925925926,0.417087962962963,0.48124999999999996,0.746736111111111,45.541666666666664,85.22222222222223,24.74537037037037,4.00462962962963,55.6712962962963,228.3935185185185
Carl Thomas,193.0,79.0,Eastern Michigan University,1996.8333333333333,SG,26.833333333333332,17.666666666666668,160.0,10.828301886792454,0.49026415094339626,17.97830188679245,0.4339622641509434,-2.5084905660377355,-0.000943396226415091,0.40552830188679245,,0.4640943396226415,0.4751037735849057,0.6967452830188678,32.4622641509434,12.5,13.735849056603774,4.518867924528302,12.235849056603774,91.16981132075472
Charles Thomas,190.0,79.0,Eastern Michigan University,1992.0,SG,22.0,36.0,156.0,6.1,0.417,21.0,-0.1,-6.0,-0.2,0.353,0.118,0.471,0.373,0.667,22.0,22.0,4.0,1.0,17.0,48.0
Stephen Thompson,193.0,83.0,Syracuse University,1992.0,SG,23.0,12.666666666666666,60.666666666666664,12.544736842105264,0.3831052631578947,21.376315789473683,-0.002631578947368421,-2.5842105263157893,0.0,0.3787105263157895,,0.3898947368421053,0.3787105263157895,,18.05263157894737,7.342105263157895,5.842105263157895,2.9210526315789473,3.973684210526316,29.289473684210527
John Turner,203.0,111.0,Phillips University,1992.0,SF,24.0,42.0,345.0,7.8,0.472,19.6,-0.1,-7.4,-0.5,0.439,,0.439,0.439,0.525,78.0,12.0,6.0,4.0,32.0,117.0
Joao Vianna,206.0,97.0,,1992.0,SF,25.0,1.0,9.0,1.0,0.5,14.3,0.0,-19.2,0.0,0.5,,0.5,0.5,,0.0,2.0,0.0,0.0,1.0,2.0
